,Date,Temp(C),MaxTemp(C),MinTemp(C),RangeTemp(C),SurfaceTemp(C)
4972,20230813,25.27,28.09,23.17,4.92,27.17
4973,20230814,24.43,27.12,21.84,5.28,26.75
4974,20230815,24.63,26.97,22.63,4.34,26.66
4975,20230816,23.37,25.6,21.97,3.63,25.42
4976,20230817,23.29,24.62,21.89,2.73,24.47
4977,20230818,23.85,25.94,20.37,5.57,24.55
4978,20230819,21.38,24.55,18.11,6.44,21.92
4979,20230820,22.81,26.51,18.67,7.84,23.58
4980,20230821,24.59,28.76,20.8,7.96,25.86
4981,20230822,22.27,24.56,20.08,4.48,23.09
4982,20230823,21.09,23.71,18.7,5.01,21.82
4983,20230824,21.58,22.41,20.35,2.06,20.97
4984,20230825,23.22,25.0,21.55,3.45,24.45
4985,20230826,24.46,27.72,22.34,5.38,26.4
4986,20230827,23.27,26.36,20.48,5.88,25.75
4987,20230828,21.77,22.73,20.76,1.97,22.62
4988,20230829,22.36,24.19,20.51,3.68,24.8
4989,20230830,23.59,26.59,20.98,5.61,25.22
4990,20230831,20.88,23.97,18.47,5.5,21.45
4991,20230901,19.43,22.42,16.27,6.15,20.36
4992,20230902,20.68,23.54,17.42,6.12,22.06
4993,20230903,23.94,28.14,19.4,8.74,25.92
4994,20230904,25.5,29.61,21.53,8.08,28.47
4995,20230905,26.3,30.61,22.86,7.75,28.98
4996,20230906,27.0,31.05,23.51,7.54,29.69
4997,20230907,26.52,29.16,24.55,4.61,28.23
4998,20230908,25.51,27.68,24.22,3.46,26.58
4999,20230909,24.68,25.85,23.72,2.13,24.82
5000,20230910,23.71,24.78,22.7,2.08,23.6
5001,20230911,24.31,26.28,22.71,3.57,25.66
5002,20230912,23.68,26.16,21.69,4.47,25.57
5003,20230913,24.08,25.86,22.44,3.42,24.19
5004,20230914,21.6,24.78,18.06,6.72,21.67
5005,20230915,18.69,22.19,15.75,6.44,18.59
5006,20230916,19.46,23.36,15.5,7.86,18.29
5007,20230917,19.72,22.88,15.63,7.25,20.45
5008,20230918,20.16,22.0,17.78,4.22,19.84
5009,20230919,19.08,22.45,16.29,6.16,18.45
5010,20230920,19.07,22.36,15.55,6.81,18.63
5011,20230921,18.23,21.22,14.2,7.02,18.34
5012,20230922,18.69,20.7,17.08,3.62,17.77
5013,20230923,17.41,18.13,16.58,1.55,16.46
5014,20230924,18.59,19.43,17.85,1.58,18.26
5015,20230925,17.78,18.52,16.3,2.22,17.24
5016,20230926,16.52,17.37,15.02,2.35,15.27
5017,20230927,15.92,18.07,13.8,4.27,14.97
5018,20230928,16.65,18.39,14.72,3.67,15.99
5019,20230929,17.35,18.49,16.11,2.38,17.19
5020,20230930,16.99,18.91,15.33,3.58,16.74
5021,20231001,18.41,21.9,15.04,6.86,17.82
5022,20231002,19.08,22.31,16.96,5.35,18.88
5023,20231003,19.38,23.15,16.12,7.03,18.95
5024,20231004,19.86,23.06,17.63,5.43,20.17
5025,20231005,18.97,21.18,17.25,3.93,18.85
5026,20231006,19.59,21.2,18.06,3.14,20.17
5027,20231007,17.81,20.12,13.44,6.68,18.14
5028,20231008,14.11,16.64,11.88,4.76,12.7
5029,20231009,13.74,16.19,11.31,4.88,11.51
5030,20231010,15.41,17.74,12.73,5.01,13.59
5031,20231011,16.8,19.25,14.45,4.8,14.57
5032,20231012,16.32,19.29,12.95,6.34,15.01
5033,20231013,14.34,16.94,11.82,5.12,12.52
5034,20231014,12.65,13.92,11.65,2.27,10.46
5035,20231015,13.17,15.94,11.03,4.91,11.92
5036,20231016,13.18,16.61,9.7,6.91,11.86
5037,20231017,14.0,16.36,11.28,5.08,12.26
5038,20231018,14.93,17.11,13.26,3.85,13.08
5039,20231019,15.02,17.14,12.55,4.59,13.19
5040,20231020,16.84,18.11,15.34,2.77,15.55
5041,20231021,15.31,16.99,12.98,4.01,13.06
5042,20231022,12.34,14.49,9.69,4.8,10.66
5043,20231023,12.12,15.93,8.92,7.01,10.2
5044,20231024,13.84,16.83,10.99,5.84,11.47
5045,20231025,15.23,19.49,10.95,8.54,13.38
5046,20231026,16.38,20.45,12.68,7.77,15.21
5047,20231027,17.27,20.62,14.63,5.99,16.53
5048,20231028,18.8,22.64,15.8,6.84,18.9
5049,20231029,14.72,16.19,13.33,2.86,14.39
5050,20231030,15.05,18.13,10.86,7.27,15.18
5051,20231031,9.97,11.26,8.59,2.67,9.11
5052,20231101,8.05,9.85,5.67,4.18,5.92
5053,20231102,6.91,9.29,4.14,5.15,4.44
5054,20231103,9.92,12.86,6.8,6.06,6.33
5055,20231104,11.3,13.66,8.95,4.71,7.83
5056,20231105,12.56,16.43,9.38,7.05,10.12
5057,20231106,10.67,12.76,8.05,4.71,9.5
5058,20231107,14.33,16.82,11.22,5.6,12.52
5059,20231108,8.38,10.31,6.87,3.44,6.06
5060,20231109,12.32,16.45,7.36,9.09,9.96
5061,20231110,10.0,12.16,8.06,4.1,7.0
5062,20231111,9.12,12.14,6.42,5.72,6.84
5063,20231112,5.87,7.47,4.5,2.97,2.93
5064,20231113,6.5,8.94,3.66,5.28,3.94
5065,20231114,8.43,11.93,6.08,5.85,5.28
5066,20231115,8.45,11.12,5.05,6.07,5.59
5067,20231116,10.94,14.93,7.98,6.95,8.48
5068,20231117,13.03,16.44,9.83,6.61,10.95
5069,20231118,10.55,13.04,5.58,7.46,8.21
5070,20231119,8.54,12.17,5.46,6.71,5.34
5071,20231120,5.67,7.54,3.55,3.99,2.89
5072,20231121,7.42,10.9,4.28,6.62,4.39
5073,20231122,12.06,14.29,9.17,5.12,10.88
5074,20231123,8.78,11.26,7.14,4.12,6.39
5075,20231124,6.76,9.73,1.3,8.43,3.79
5076,20231125,2.94,4.43,1.03,3.4,-0.32
5077,20231126,8.69,13.56,4.36,9.2,5.65
5078,20231127,7.97,12.4,3.53,8.87,6.36
5079,20231128,2.61,3.89,0.98,2.91,-0.4
5080,20231129,1.83,3.69,0.21,3.48,-1.01
5081,20231130,6.24,9.73,2.67,7.06,2.56
5082,20231201,8.2,9.54,6.24,3.3,5.22
5083,20231202,9.66,11.7,7.56,4.14,7.74
5084,20231203,10.05,10.66,8.84,1.82,8.66
5085,20231204,8.6,10.49,6.55,3.94,6.52
5086,20231205,5.24,6.27,3.53,2.74,2.6
5087,20231206,3.81,5.22,1.49,3.73,0.98
5088,20231207,3.16,5.18,0.67,4.51,-0.01
5089,20231208,6.39,9.11,3.64,5.47,2.83
5090,20231209,9.59,11.86,7.54,4.32,6.26
5091,20231210,11.82,13.81,9.01,4.8,10.98
5092,20231211,5.83,11.3,3.35,7.95,4.35
5093,20231212,4.14,6.14,2.03,4.11,0.8
5094,20231213,4.52,7.17,2.35,4.82,1.24
5095,20231214,2.86,4.4,1.28,3.12,-0.48
5096,20231215,6.2,10.91,2.8,8.11,2.86
5097,20231216,7.34,10.83,4.44,6.39,4.31
5098,20231217,10.31,12.86,7.95,4.91,9.08
5099,20231218,11.46,15.39,5.62,9.77,10.69
5100,20231219,3.89,5.64,0.72,4.92,1.41
5101,20231220,2.83,6.22,0.08,6.14,0.06
5102,20231221,2.61,4.95,0.17,4.78,-0.41
5103,20231222,1.1,2.75,-0.9,3.65,-1.77
5104,20231223,5.05,6.81,2.88,3.93,1.23
5105,20231224,7.22,8.98,5.87,3.11,4.85
5106,20231225,7.66,9.38,6.45,2.93,6.6
5107,20231226,7.13,7.27,6.87,0.4,7.25
5108,20231227,7.84,10.18,6.62,3.56,7.84
5109,20231228,9.68,10.25,8.77,1.48,9.85
5110,20231229,8.79,10.84,5.77,5.07,8.01
5111,20231230,5.47,7.49,3.74,3.75,3.5
5112,20231231,4.55,6.19,2.49,3.7,1.86
5113,20240101,4.98,6.78,2.09,4.69,2.64
5114,20240102,2.2,4.63,-0.27,4.9,-0.54
5115,20240103,3.46,5.41,1.6,3.81,1.16
5116,20240104,3.29,6.22,-1.06,7.28,0.7
5117,20240105,0.51,2.45,-1.42,3.87,-1.97
5118,20240106,3.13,4.69,1.34,3.35,0.38
5119,20240107,3.27,4.17,1.58,2.59,1.14
5120,20240108,3.22,5.41,1.26,4.15,-0.9
5121,20240109,7.38,13.2,3.35,9.85,4.05
5122,20240110,8.33,13.44,5.14,8.3,7.04
5123,20240111,5.13,6.89,3.1,3.79,2.65
5124,20240112,5.8,9.95,2.66,7.29,3.98
5125,20240113,8.09,11.83,1.62,10.21,7.44
5126,20240114,1.74,6.53,-1.54,8.07,-0.89
5127,20240115,-1.24,0.02,-2.2,2.22,-1.73
5128,20240116,0.08,2.61,-3.04,5.65,-1.45
5129,20240117,-4.06,-2.95,-5.59,2.64,-5.76
5130,20240118,-0.67,1.21,-3.62,4.83,-3.69
5131,20240119,-0.43,0.7,-1.83,2.53,-2.7
5132,20240120,-4.52,-2.34,-6.3,3.96,-6.63
5133,20240121,-3.09,-0.36,-4.79,4.43,-5.66
5134,20240122,-0.53,1.95,-3.58,5.53,-3.55
5135,20240123,2.08,3.29,-0.06,3.35,-0.82
5136,20240124,4.64,5.48,3.22,2.26,1.18
5137,20240125,5.92,6.68,5.17,1.51,3.46
5138,20240126,5.81,7.17,5.03,2.14,5.84
5139,20240127,4.22,6.63,1.9,4.73,3.77
5140,20240128,3.3,4.06,2.47,1.59,2.23
5141,20240129,2.5,4.19,0.42,3.77,1.47
5142,20240130,1.77,3.31,0.0,3.31,0.53
5143,20240131,2.76,3.77,1.76,2.01,1.41
5144,20240201,4.19,6.18,2.24,3.94,2.68
5145,20240202,4.4,5.94,1.96,3.98,3.23
5146,20240203,1.86,4.34,0.06,4.28,0.15
5147,20240204,2.27,5.56,-0.16,5.72,0.07
5148,20240205,1.87,4.85,0.19,4.66,-0.22
5149,20240206,1.49,3.53,-0.27,3.8,-0.3
5150,20240207,3.37,5.76,0.59,5.17,0.79
5151,20240208,4.71,7.57,2.67,4.9,3.24
5152,20240209,5.96,8.44,4.22,4.22,4.99
5153,20240210,6.72,9.04,4.41,4.63,6.88
5154,20240211,6.04,7.23,3.86,3.37,4.77
5155,20240212,4.01,6.46,1.78,4.68,3.81
5156,20240213,2.13,3.31,1.3,2.01,0.02
5157,20240214,0.1,2.03,-2.02,4.05,-2.44
5158,20240215,0.46,3.37,-2.64,6.01,-1.95
5159,20240216,2.64,3.85,1.24,2.61,0.12
5160,20240217,0.6,2.16,-1.99,4.15,-1.49
5161,20240218,0.6,4.12,-2.7,6.82,-2.38
5162,20240219,1.46,3.36,-0.42,3.78,-1.2
5163,20240220,-0.45,1.45,-2.55,4.0,-1.89
5164,20240221,1.95,3.87,0.2,3.67,-0.04
5165,20240222,3.16,4.84,1.26,3.58,1.86
5166,20240223,4.94,5.83,4.25,1.58,4.13
5167,20240224,2.49,4.85,-1.62,6.47,1.13
5168,20240225,-0.65,1.75,-3.19,4.94,-0.46
5169,20240226,4.74,8.01,1.82,6.19,4.42
5170,20240227,6.52,9.31,3.78,5.53,7.59
5171,20240228,8.81,10.54,5.47,5.07,9.88
5172,20240229,1.59,3.71,-0.55,4.26,0.05
5173,20240301,2.49,4.48,-0.18,4.66,2.37
5174,20240302,7.16,9.1,4.46,4.64,6.09
5175,20240303,9.77,14.82,5.8,9.02,10.58
5176,20240304,7.18,8.71,6.24,2.47,8.47
5177,20240305,6.68,8.09,5.66,2.43,7.09
5178,20240306,7.49,8.05,6.53,1.52,7.95
5179,20240307,7.83,9.31,5.98,3.33,8.09
5180,20240308,5.68,8.45,3.01,5.44,5.92
5181,20240309,5.73,8.49,4.11,4.38,5.41
5182,20240310,6.18,8.8,1.85,6.95,6.14
5183,20240311,4.48,7.79,1.59,6.2,3.16
5184,20240312,7.98,12.59,3.51,9.08,7.42
5185,20240313,8.38,10.27,6.96,3.31,7.68
5186,20240314,8.86,13.12,6.6,6.52,10.57
5187,20240315,10.7,14.57,7.6,6.97,11.61
5188,20240316,8.58,10.67,6.81,3.86,9.0
5189,20240317,9.56,12.05,7.23,4.82,9.9
5190,20240318,6.02,7.97,3.01,4.96,5.92
5191,20240319,4.16,6.31,1.67,4.64,3.65
5192,20240320,6.83,10.51,1.45,9.06,6.64
5193,20240321,1.93,4.81,-0.12,4.93,0.94
5194,20240322,1.94,4.8,-1.1,5.9,3.34
5195,20240323,6.57,9.6,1.15,8.45,6.19
5196,20240324,2.9,6.64,-0.3,6.94,2.3
5197,20240325,4.61,8.37,1.5,6.87,4.08
5198,20240326,4.85,6.63,2.49,4.14,4.68
5199,20240327,6.81,8.53,5.08,3.45,8.32
5200,20240328,7.42,8.39,5.63,2.76,7.68
5201,20240329,6.46,9.73,4.23,5.5,6.2
5202,20240330,6.86,10.48,2.81,7.67,6.62
5203,20240331,8.68,11.46,5.71,5.75,9.18
5204,20240401,8.35,10.5,6.62,3.88,8.6
5205,20240402,7.0,7.8,6.13,1.67,6.79
5206,20240403,5.98,6.37,5.61,0.76,5.7
5207,20240404,5.55,7.76,3.75,4.01,6.35
5208,20240405,5.73,8.12,3.67,4.45,5.51
5209,20240406,6.45,9.12,3.93,5.19,6.18
5210,20240407,7.28,10.34,3.84,6.5,7.48
5211,20240408,8.77,13.04,3.61,9.43,10.07
5212,20240409,11.71,17.49,7.84,9.65,14.17
5213,20240410,8.93,10.9,7.43,3.47,10.97
5214,20240411,9.88,11.68,7.85,3.83,11.81
5215,20240412,12.17,13.27,10.86,2.41,13.76
5216,20240413,9.44,10.65,7.77,2.88,8.95
5217,20240414,10.81,14.0,6.39,7.61,11.37
5218,20240415,15.23,19.68,11.96,7.72,17.45
5219,20240416,12.28,15.78,8.85,6.93,13.08
5220,20240417,9.91,11.2,8.76,2.44,10.4
5221,20240418,8.01,8.68,6.68,2.0,7.68
5222,20240419,8.36,10.2,6.07,4.13,9.85
5223,20240420,10.6,14.04,7.42,6.62,12.2
5224,20240421,7.59,9.05,5.32,3.73,6.63
5225,20240422,8.65,12.59,4.79,7.8,9.94
5226,20240423,9.14,11.78,6.58,5.2,9.97
5227,20240424,12.1,16.29,8.78,7.51,13.73
5228,20240425,7.37,9.34,5.43,3.91,8.86
5229,20240426,8.45,10.75,6.33,4.42,9.31
5230,20240427,9.12,10.89,6.83,4.06,9.36
5231,20240428,12.5,15.12,9.33,5.79,14.56
5232,20240429,15.46,20.74,11.24,9.5,18.98
5233,20240430,11.74,13.14,10.71,2.43,14.56
5234,20240501,13.13,17.43,10.67,6.76,16.12
5235,20240502,15.01,20.25,10.46,9.79,17.13
5236,20240503,11.64,13.34,9.72,3.62,13.12
5237,20240504,10.94,13.33,9.39,3.94,11.85
5238,20240505,10.67,11.88,9.64,2.24,10.9
5239,20240506,14.9,17.24,11.93,5.31,17.58
5240,20240507,16.54,21.17,13.0,8.17,19.64
5241,20240508,16.99,20.45,14.34,6.11,19.03
5242,20240509,15.09,17.96,11.88,6.08,17.34
5243,20240510,10.69,11.53,9.99,1.54,11.33
5244,20240511,10.97,12.91,9.19,3.72,12.48
5245,20240512,10.07,11.47,9.13,2.34,10.84
5246,20240513,12.54,15.63,9.11,6.52,14.22
5247,20240514,14.24,17.06,11.65,5.41,15.69
5248,20240515,14.3,15.37,12.97,2.4,15.39
5249,20240516,14.87,16.02,13.4,2.62,15.75
5250,20240517,15.38,18.34,12.81,5.53,16.35
5251,20240518,14.77,16.98,13.24,3.74,16.57
5252,20240519,15.22,18.78,12.35,6.43,17.83
5253,20240520,14.47,17.07,12.31,4.76,17.6
5254,20240521,16.29,19.63,12.6,7.03,18.9
5255,20240522,17.7,20.31,15.16,5.15,20.08
5256,20240523,18.82,22.15,16.81,5.34,20.31
5257,20240524,20.21,23.2,17.15,6.05,21.53
5258,20240525,17.84,19.52,15.9,3.62,20.18
5259,20240526,18.37,20.57,16.66,3.91,21.34
5260,20240527,18.3,20.06,16.96,3.1,19.82
5261,20240528,20.11,22.64,17.84,4.8,21.84
5262,20240529,18.74,21.03,15.97,5.06,21.21
5263,20240530,17.68,19.93,14.64,5.29,19.11
5264,20240531,18.13,20.85,14.86,5.99,18.6
5265,20240601,19.17,23.31,14.22,9.09,20.42
5266,20240602,19.12,21.41,15.9,5.51,20.46
5267,20240603,21.16,25.03,18.59,6.44,23.74
5268,20240604,19.4,21.2,17.61,3.59,21.67
5269,20240605,19.97,21.99,17.74,4.25,22.04
5270,20240606,21.73,23.11,19.74,3.37,23.0
5271,20240607,21.77,24.51,18.39,6.12,23.32
5272,20240608,20.17,22.7,17.14,5.56,20.88
5273,20240609,20.32,22.55,18.42,4.13,20.59
5274,20240610,19.14,21.4,16.2,5.2,20.77
5275,20240611,18.71,20.84,15.26,5.58,21.36
5276,20240612,19.62,21.76,16.97,4.79,21.94
5277,20240613,20.39,23.21,16.98,6.23,22.53
5278,20240614,21.54,24.18,19.51,4.67,23.91
5279,20240615,20.81,23.49,16.94,6.55,22.51
5280,20240616,19.05,21.14,16.6,4.54,20.41
5281,20240617,21.45,23.86,18.75,5.11,23.46
5282,20240618,22.08,24.11,20.29,3.82,24.78
5283,20240619,22.24,24.64,20.24,4.4,24.33
5284,20240620,23.32,26.26,20.4,5.86,25.91
5285,20240621,24.16,27.27,21.37,5.9,27.14
5286,20240622,24.13,27.29,21.63,5.66,27.47
5287,20240623,24.25,26.94,22.5,4.44,26.89
5288,20240624,22.72,24.79,20.11,4.68,24.52
5289,20240625,22.78,26.48,19.43,7.05,25.5
5290,20240626,22.89,25.86,20.66,5.2,26.25
5291,20240627,22.33,25.13,19.46,5.67,25.68
5292,20240628,19.72,22.01,17.31,4.7,22.32
5293,20240629,21.59,23.59,19.07,4.52,23.57
5294,20240630,22.5,23.75,21.24,2.51,23.81
5295,20240701,21.07,23.89,17.55,6.34,23.15
5296,20240702,21.58,25.12,18.34,6.78,24.51
5297,20240703,21.34,23.59,18.88,4.71,23.57
5298,20240704,22.68,25.19,20.24,4.95,25.2
5299,20240705,23.5,25.98,21.9,4.08,26.45
5300,20240706,24.37,26.8,22.57,4.23,27.47
5301,20240707,24.6,26.88,23.08,3.8,27.36
5302,20240708,24.95,27.42,22.7,4.72,28.15
5303,20240709,24.81,26.66,22.58,4.08,27.93
5304,20240710,24.99,26.78,23.63,3.15,28.08
5305,20240711,24.87,26.85,22.71,4.14,28.08
5306,20240712,24.19,25.91,22.57,3.34,26.45
5307,20240713,24.58,26.52,23.14,3.38,27.49
5308,20240714,25.52,29.36,22.89,6.47,29.29
5309,20240715,25.81,28.53,23.52,5.01,28.8
5310,20240716,26.5,28.91,24.35,4.56,30.05
5311,20240717,25.31,27.33,23.75,3.58,27.83
5312,20240718,25.04,27.76,23.3,4.46,26.79
5313,20240719,23.64,26.85,20.57,6.28,26.81
5314,20240720,24.06,26.13,21.62,4.51,26.23
5315,20240721,24.87,27.45,22.81,4.64,28.26
5316,20240722,24.22,25.46,22.91,2.55,26.03
5317,20240723,24.71,26.29,23.03,3.26,27.8
5318,20240724,24.35,25.75,23.39,2.36,26.02
5319,20240725,25.02,26.95,22.77,4.18,25.8
5320,20240726,24.01,27.22,20.23,6.99,26.24
5321,20240727,24.46,27.43,21.78,5.65,27.84
5322,20240728,24.19,27.34,21.53,5.81,26.56
5323,20240729,24.45,26.69,22.48,4.21,26.74
5324,20240730,24.71,26.52,23.4,3.12,27.0
5325,20240731,25.12,26.97,23.91,3.06,26.34
5326,20240801,26.49,29.12,23.58,5.54,29.82
5327,20240802,25.89,27.33,24.62,2.71,27.55
5328,20240803,25.65,28.0,24.11,3.89,26.9
5329,20240804,24.88,27.1,23.5,3.6,25.51
5330,20240805,25.52,28.27,22.75,5.52,28.39
5331,20240806,25.44,28.11,23.21,4.9,27.76
5332,20240807,21.93,23.14,20.47,2.67,22.55
5333,20240808,22.11,23.5,20.33,3.17,22.88
5334,20240809,24.4,25.99,22.93,3.06,26.26
5335,20240810,24.54,26.86,22.43,4.43,26.79
5336,20240811,23.0,25.14,20.26,4.88,25.28
5337,20240812,22.55,25.06,19.42,5.64,24.17
5338,20240813,22.47,25.26,18.68,6.58,24.27
5339,20240814,23.94,27.72,19.92,7.8,25.85
5340,20240815,24.25,27.62,20.63,6.99,26.17
5341,20240816,23.76,27.25,21.15,6.1,26.09
5342,20240817,23.42,25.03,22.19,2.84,24.83
5343,20240818,23.92,25.19,22.81,2.38,24.37
5344,20240819,24.11,26.23,19.85,6.38,25.73
5345,20240820,19.94,22.42,17.43,4.99,21.08
5346,20240821,19.15,22.49,15.83,6.66,20.14
5347,20240822,20.68,23.9,16.92,6.98,21.5
5348,20240823,21.52,24.98,17.46,7.52,23.73
5349,20240824,22.43,25.56,19.2,6.36,24.09
5350,20240825,22.4,25.62,19.13,6.49,24.0
5351,20240826,23.01,26.25,20.37,5.88,24.92
5352,20240827,23.2,26.5,20.23,6.27,26.02
5353,20240828,25.6,29.42,22.07,7.35,28.27
5354,20240829,22.75,24.71,20.88,3.83,25.14
5355,20240830,20.02,20.61,18.85,1.76,19.69
5356,20240831,22.49,24.51,20.44,4.07,25.12
5357,20240901,23.43,25.07,22.03,3.04,24.28
5358,20240902,22.12,24.79,18.27,6.52,23.21
5359,20240903,19.16,21.98,15.94,6.04,20.13
5360,20240904,20.33,23.07,17.63,5.44,20.53
5361,20240905,20.55,23.0,18.12,4.88,21.24
5362,20240906,21.09,24.17,18.29,5.88,23.12
5363,20240907,20.43,23.27,16.77,6.5,20.84
5364,20240908,18.02,21.36,14.8,6.56,18.53
5365,20240909,19.41,23.22,14.83,8.39,20.2
5366,20240910,20.85,24.24,17.07,7.17,22.96
5367,20240911,19.96,23.34,16.53,6.81,21.65
5368,20240912,20.65,23.17,18.8,4.37,22.02
5369,20240913,20.96,23.86,18.53,5.33,22.99
5370,20240914,21.57,24.82,18.79,6.03,23.24
5371,20240915,21.02,23.95,18.26,5.69,22.25
5372,20240916,19.84,22.45,17.36,5.09,21.2
5373,20240917,20.97,23.34,19.15,4.19,22.77
5374,20240918,21.15,23.29,19.75,3.54,21.83
5375,20240919,22.44,26.23,18.75,7.48,24.19
5376,20240920,21.82,24.91,19.0,5.91,23.75
5377,20240921,20.49,24.1,17.57,6.53,22.47
5378,20240922,19.38,22.51,16.69,5.82,21.35
5379,20240923,18.11,19.79,16.41,3.38,19.22
5380,20240924,18.2,19.95,16.31,3.64,19.54
5381,20240925,19.15,20.39,17.85,2.54,20.11
5382,20240926,20.74,22.25,19.3,2.95,20.91
5383,20240927,20.11,20.97,19.42,1.55,20.59
5384,20240928,19.54,21.13,18.3,2.83,20.81
5385,20240929,18.29,19.2,17.71,1.49,19.24
5386,20240930,18.68,21.08,17.27,3.81,20.05
5387,20241001,18.24,20.05,16.85,3.2,19.24
5388,20241002,17.6,19.83,15.71,4.12,18.75
5389,20241003,18.61,20.9,16.99,3.91,20.06
5390,20241004,18.9,20.93,16.69,4.24,20.2
5391,20241005,19.81,22.77,16.98,5.79,21.28
5392,20241006,17.97,20.44,14.97,5.47,19.25
5393,20241007,19.47,22.65,16.36,6.29,19.99
5394,20241008,16.84,19.88,13.82,6.06,17.57
5395,20241009,16.27,19.86,12.52,7.34,16.67
5396,20241010,13.71,17.29,10.62,6.67,13.99
5397,20241011,15.16,20.39,10.33,10.06,14.85
5398,20241012,17.62,21.91,14.4,7.51,17.46
5399,20241013,17.97,21.53,14.07,7.46,18.73
5400,20241014,15.94,19.59,10.32,9.27,16.41
5401,20241015,12.01,14.92,9.56,5.36,12.05
5402,20241016,11.78,15.23,8.67,6.56,11.46
5403,20241017,11.88,15.61,8.95,6.66,10.6
5404,20241018,14.3,19.14,9.86,9.28,13.0
5405,20241019,14.77,18.7,11.21,7.49,14.7
5406,20241020,15.64,20.85,11.38,9.47,15.34
5407,20241021,17.14,22.7,11.75,10.95,17.39
5408,20241022,18.46,22.74,15.97,6.77,19.78
5409,20241023,17.71,20.76,15.1,5.66,18.25
5410,20241024,16.81,19.83,12.41,7.42,17.12
5411,20241025,13.17,16.67,9.43,7.24,13.45
5412,20241026,14.64,17.79,11.55,6.24,14.23
5413,20241027,11.37,13.84,8.59,5.25,11.01
5414,20241028,12.63,15.42,9.53,5.89,12.17
5415,20241029,15.52,17.51,12.99,4.52,14.91
5416,20241030,16.67,20.91,13.12,7.79,17.27
5417,20241031,17.79,22.04,14.14,7.9,18.69
5418,20241101,18.64,22.75,14.66,8.09,18.79
5419,20241102,13.14,16.11,9.67,6.44,12.88
5420,20241103,9.92,12.72,7.37,5.35,8.92
5421,20241104,12.55,14.4,9.52,4.88,11.5
5422,20241105,16.43,19.91,13.22,6.69,16.68
5423,20241106,18.79,21.95,16.22,5.73,19.94
5424,20241107,17.66,20.95,12.84,8.11,18.57
5425,20241108,14.61,19.14,10.54,8.6,13.85
5426,20241109,10.64,13.29,7.81,5.48,9.29
5427,20241110,12.97,15.41,9.29,6.12,10.78
5428,20241111,16.11,19.2,14.12,5.08,16.2
5429,20241112,11.19,14.11,6.84,7.27,10.16
5430,20241113,7.44,10.6,4.71,5.89,5.7
5431,20241114,7.32,8.39,5.76,2.63,4.88
5432,20241115,9.83,14.47,6.77,7.7,7.11
5433,20241116,11.07,16.3,7.52,8.78,8.71
5434,20241117,11.47,16.56,7.2,9.36,9.65
5435,20241118,12.59,17.51,9.43,8.08,11.48
5436,20241119,11.32,14.44,7.88,6.56,9.55
5437,20241120,12.37,15.05,9.58,5.47,11.98
5438,20241121,9.41,12.21,5.55,6.66,8.7
5439,20241122,5.76,7.01,4.52,2.49,5.09
5440,20241123,7.66,10.01,4.95,5.06,6.25
5441,20241124,9.31,11.97,6.97,5.0,7.38
5442,20241125,8.93,11.98,5.43,6.55,7.02
5443,20241126,11.78,14.24,7.69,6.55,9.44
5444,20241127,8.37,11.01,5.79,5.22,5.46
5445,20241128,9.58,13.43,5.74,7.69,7.19
5446,20241129,6.05,8.88,2.95,5.93,3.7
5447,20241130,2.77,5.15,0.9,4.25,0.66
5448,20241201,2.17,4.57,0.08,4.49,-1.08
5449,20241202,2.61,4.79,0.9,3.89,-0.21
5450,20241203,3.3,5.69,1.58,4.11,0.52
5451,20241204,4.05,6.81,1.01,5.8,1.43
5452,20241205,4.04,6.11,1.29,4.82,2.37
5453,20241206,1.68,2.99,0.69,2.3,-0.5
5454,20241207,3.34,5.55,1.25,4.3,1.25
5455,20241208,7.54,11.25,4.94,6.31,4.93
5456,20241209,8.85,11.62,6.18,5.44,5.44
5457,20241210,9.31,11.61,7.02,4.59,8.28
5458,20241211,11.74,14.91,5.35,9.56,11.7
5459,20241212,3.57,5.87,-0.17,6.04,1.13
5460,20241213,0.49,2.5,-0.52,3.02,-2.54
5461,20241214,0.65,2.1,-0.6,2.7,-2.27
5462,20241215,4.06,5.95,1.06,4.89,-0.11
5463,20241216,8.23,10.21,6.03,4.18,6.11
5464,20241217,9.89,12.52,6.27,6.25,8.95
5465,20241218,8.01,10.8,4.46,6.34,6.64
5466,20241219,5.57,7.34,3.61,3.73,4.25
5467,20241220,3.3,4.62,0.75,3.87,1.09
5468,20241221,-0.16,1.15,-3.37,4.52,-1.99
5469,20241222,-4.31,-2.96,-6.23,3.27,-5.51
5470,20241223,-3.62,1.33,-7.02,8.35,-4.85
5471,20241224,2.41,4.49,1.44,3.05,-0.72
5472,20241225,1.14,2.75,-0.42,3.17,-1.55
5473,20241226,0.72,2.79,-1.76,4.55,-1.85
5474,20241227,2.6,5.96,-0.7,6.66,-1.05
5475,20241228,7.0,8.23,5.87,2.36,3.86
5476,20241229,9.17,11.34,6.71,4.63,8.44
5477,20241230,9.83,11.31,6.68,4.63,9.22
5478,20241231,7.27,9.41,4.36,5.05,5.6
5479,20250101,7.28,9.66,4.14,5.52,6.08
5480,20250102,3.46,5.61,1.41,4.2,1.51
5481,20250103,1.76,3.34,0.7,2.64,-0.17
5482,20250104,0.38,1.69,-0.9,2.59,-1.93
5483,20250105,-0.17,1.43,-1.3,2.73,-2.16
